func,func_intent_summary,security_intent_summary
"def waitForSlotEvent(self, flags=0):
        """"""
        C_WaitForSlotEvent

        :param flags: 0 (default) or `CKF_DONT_BLOCK`
        :type flags: integer
        :return: slot
        :rtype: integer
        """"""
        tmp = 0
        (rv, slot) = self.lib.C_WaitForSlotEvent(flags, tmp)
        if rv != CKR_OK:
            raise PyKCS11Error(rv)

        return slot","C_WaitForSlotEvent

        :param flags: 0 (default) or `CKF_DONT_BLOCK`
        :type flags: integer
        :return: slot
        :rtype: integer",
"def update(self, data):
        """"""
        C_DigestUpdate

        :param data: data to add to the digest
        :type data: bytes or string
        """"""
        data1 = ckbytelist(data)
        rv = self._lib.C_DigestUpdate(self._session, data1)
        if rv != CKR_OK:
            raise PyKCS11Error(rv)
        return self","C_DigestUpdate

        :param data: data to add to the digest
        :type data: bytes or string",
"def digestKey(self, handle):
        """"""
        C_DigestKey

        :param handle: key handle
        :type handle: CK_OBJECT_HANDLE
        """"""
        rv = self._lib.C_DigestKey(self._session, handle)
        if rv != CKR_OK:
            raise PyKCS11Error(rv)
        return self","C_DigestKey

        :param handle: key handle
        :type handle: CK_OBJECT_HANDLE",
"def closeSession(self):
        """"""
        C_CloseSession
        """"""
        rv = self.lib.C_CloseSession(self.session)
        if rv != CKR_OK:
            raise PyKCS11Error(rv)",C_CloseSession,
"def logout(self):
        """"""
        C_Logout
        """"""
        rv = self.lib.C_Logout(self.session)
        if rv != CKR_OK:
            raise PyKCS11Error(rv)

        del self",C_Logout,
"def initPin(self, pin):
        """"""
        C_InitPIN

        :param pin: new PIN
        """"""
        new_pin1 = ckbytelist(pin)
        rv = self.lib.C_InitPIN(self.session, new_pin1)
        if rv != CKR_OK:
            raise PyKCS11Error(rv)","C_InitPIN

        :param pin: new PIN",
"def setPin(self, old_pin, new_pin):
        """"""
        C_SetPIN

        :param old_pin: old PIN
        :param new_pin: new PIN
        """"""
        old_pin1 = ckbytelist(old_pin)
        new_pin1 = ckbytelist(new_pin)
        rv = self.lib.C_SetPIN(self.session, old_pin1, new_pin1)
        if rv != CKR_OK:
            raise PyKCS11Error(rv)","C_SetPIN

        :param old_pin: old PIN
        :param new_pin: new PIN",
"def createObject(self, template):
        """"""
        C_CreateObject

        :param template: object template
        """"""
        attrs = self._template2ckattrlist(template)
        handle = PyKCS11.LowLevel.CK_OBJECT_HANDLE()
        rv = self.lib.C_CreateObject(self.session, attrs, handle)
        if rv != PyKCS11.CKR_OK:
            raise PyKCS11.PyKCS11Error(rv)
        return handle","C_CreateObject

        :param template: object template",
"def destroyObject(self, obj):
        """"""
        C_DestroyObject

        :param obj: object ID
        """"""
        rv = self.lib.C_DestroyObject(self.session, obj)
        if rv != CKR_OK:
            raise PyKCS11Error(rv)","C_DestroyObject

        :param obj: object ID",
"def isBin(self, type):
        """"""
        is the type a byte array value?

        :param type: PKCS#11 type like `CKA_MODULUS`
        :rtype: bool
        """"""
        return (not self.isBool(type)) \
            and (not self.isString(type)) \
            and (not self.isNum(type))","is the type a byte array value?

        :param type: PKCS#11 type like `CKA_MODULUS`
        :rtype: bool",
"def seedRandom(self, seed):
        """"""
        C_SeedRandom

        :param seed: seed material
        :type seed: iterable
        """"""
        low_seed = ckbytelist(seed)
        rv = self.lib.C_SeedRandom(self.session, low_seed)
        if rv != CKR_OK:
            raise PyKCS11Error(rv)","C_SeedRandom

        :param seed: seed material
        :type seed: iterable",
"def _first_weekday(weekday, d):
    """"""
    Given a weekday and a date, will increment the date until it's
    weekday matches that of the given weekday, then that date is returned.
    """"""
    while weekday != d.weekday():
        d += timedelta(days=1)
    return d","Given a weekday and a date, will increment the date until it's
    weekday matches that of the given weekday, then that date is returned.",
"def sv_variant(institute_id, case_name, variant_id):
    """"""Display a specific structural variant.""""""
    data = controllers.sv_variant(store, institute_id, case_name, variant_id)
    return data",Display a specific structural variant.,
"def str_variant(institute_id, case_name, variant_id):
    """"""Display a specific STR variant.""""""
    data = controllers.str_variant(store, institute_id, case_name, variant_id)
    return data",Display a specific STR variant.,
"def cancer_variants(institute_id, case_name):
    """"""Show cancer variants overview.""""""
    data = controllers.cancer_variants(store, request.args, institute_id, case_name)
    return data",Show cancer variants overview.,
"def acmg():
    """"""Calculate an ACMG classification from submitted criteria.""""""
    criteria = request.args.getlist('criterion')
    classification = get_acmg(criteria)
    return jsonify(dict(classification=classification))",Calculate an ACMG classification from submitted criteria.,
"def add_incomplete_penetrance(genes, alias_genes, hpo_lines):
    """"""Add information of incomplete penetrance""""""
    LOG.info(""Add incomplete penetrance info"")
    for hgnc_symbol in get_incomplete_penetrance_genes(hpo_lines):
        for hgnc_id in get_correct_ids(hgnc_symbol, alias_genes):
            genes[hgnc_id]['incomplete_penetrance'] = True",Add information of incomplete penetrance,
"def get_cytoband_coordinates(chrom, pos):
    """"""Get the cytoband coordinate for a position

    Args:
        chrom(str)
        pos(int)

    Returns:
        coordinate(str)
    """"""
    coordinate = """"

    if chrom in CYTOBANDS:
        for interval in CYTOBANDS[chrom][pos]:
            coordinate = interval.data

    return coordinate","Get the cytoband coordinate for a position

    Args:
        chrom(str)
        pos(int)

    Returns:
        coordinate(str)",
"def panel_update(panel_id):
    """"""Update panel to a new version.""""""
    panel_obj = store.panel(panel_id)
    update_version = request.form.get('version', None)
    new_panel_id = store.apply_pending(panel_obj, update_version)
    return redirect(url_for('panels.panel', panel_id=new_panel_id))",Update panel to a new version.,
